rule_id	c_sex	c_sex_evidence	c_age	c_age_evidence	c_ownership_status	c_ownership_status_evidence	c_ancestry	c_ancestry_evidence	c_residence	c_residence_evidence	c_wealth	c_wealth_evidence	c_occupation	c_occupation_evidence	emic_label_in_text	criterion_reasoning_text
tlg0059.tlg011.perseus-eng2::6	male	stated	minor	stated	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	boys	The verbatim explicitly uses the word 'boys', which names both sex=male and age=minor.
tlg0059.tlg011.perseus-eng2::8	male	stated	adult	stated	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	public career	stated	men	The verbatim states 'on reaching maturity' these 'men' enter a 'public career'.
tlg0059.tlg011.perseus-eng2::9	male	stated	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	men	The verbatim refers to 'men’s willing service' and agreements between parties.
tlg0059.tlg011.perseus-eng2::10	male	stated	adult	stated	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	men	The verbatim mentions 'when they come to man’s estate' (adulthood) these 'men' are expected to wed.
tlg0059.tlg011.perseus-eng2::12	male	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	divination and priestcraft	stated	spiritual man	The verbatim names the 'spiritual man' in the context of 'divination and priestcraft' vs 'mechanical' arts.
tlg0059.tlg011.perseus-eng2::14	any	stated	adult	stated	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	all men	The verbatim states 'All men' (humanity) are capable on 'reaching a certain age', and specifies 'man and woman'.
tlg0059.tlg011.perseus-eng2::15	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	legislators and poets	implied	Lycurgus / Solon	The verbatim names Solon and Lycurgus as examples of those who 'beget laws'.
tlg0059.tlg011.perseus-eng2::17	male	implied	minor	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	boy	The words 'boy-loving' and 'beautiful bodies' (in the context of 'boy') imply male sex and minor age for the object of love.
tlg0059.tlg011.perseus-eng2::19	unspecified	unspecified	minor	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	attendant	The verbatim refers to 'youthful bloom' and 'youthful charms', lexically implying the subject is a minor (youth).
tlg0059.tlg011.perseus-eng2::21	unspecified	unspecified	unspecified	unspecified	enslaved	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	servant	stated	domestics and servants	The words 'domestics' and 'servants' in this context lexically imply an enslaved ownership status and state a servant occupation.
tlg0059.tlg011.perseus-eng2::23	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	generals	stated	generals	The verbatim mentions 'generals' as the actors awarding prizes; it notes selection based on 'consequence' but doesn't explicitly name other demographic criteria.
tlg0059.tlg024.perseus-eng2::0	male	stated	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	man	The verbatim explicitly names 'virtue of a man' and 'competent to manage the affairs of his city', stating the sex is male.
tlg0059.tlg024.perseus-eng2::1	female	stated	adult	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	woman	The verbatim explicitly names 'woman' and implies adulthood through the role of 'obeying her husband' and 'ordering the house'.
tlg0059.tlg024.perseus-eng2::3	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	high	stated	unspecified	unspecified	those who procure gold and silver	The verbatim links the acquisition of 'gold and silver' (wealth) to the capacity for 'state honors and offices'.
tlg0059.tlg024.perseus-eng2::4	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	foreign	stated	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	stranger in any other city	The word 'stranger' in another city directly states foreign ancestry relative to that location.
tlg0059.tlg024.perseus-eng2::7	unspecified	unspecified	unspecified	unspecified	enslaved	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	he who was born and bred in your house	The context of being 'born and bred in your house' in this dialogue refers to a house-slave, implying enslaved status.
tlg0059.tlg024.perseus-eng2::8	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	teachers	stated	avowed teachers	The verbatim names 'avowed teachers' who 'charge a fee' for their 'art'.
tlg0059.tlg024.perseus-eng2::9	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	sophists	stated	sophists	The verbatim explicitly names 'sophists' as 'teachers of virtue' who charge 'fees on a fixed scale'.
tlg0059.tlg024.perseus-eng2::10	unspecified	unspecified	unspecified	unspecified	free	implied	native	implied	unspecified	unspecified	unspecified	unspecified	highest offices	stated	Athenian people	Selection by the 'Athenian people' for 'highest offices' implies native ancestry and free status.
tlg0059.tlg024.perseus-eng2::11	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	high	stated	unspecified	unspecified	great house	The phrase 'great house' and having 'spent his money' to have children taught implies high wealth.
tlg0059.tlg024.perseus-eng2::12	unspecified	unspecified	unspecified	unspecified	enslaved	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	runaway slave	The word 'slave' (repeatedly used as a metaphor for a possession that can run away) implies enslaved status.
tlg0059.tlg027.perseus-eng2::0	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	rhapsodes	stated	rhapsodes	The verbatim explicitly names 'rhapsodes' as the group competing in the contest.
tlg0059.tlg027.perseus-eng2::9	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	foreign	stated	unspecified	unspecified	unspecified	unspecified	general	stated	foreigners	The verbatim explicitly identifies the men as 'foreigners' who were chosen as 'general'.
tlg0059.tlg036.perseus-eng2::3	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	high	stated	unspecified	unspecified	private citizens or monarchs	The verbatim explicitly describes 'great and exorbitant wealth' in the hands of the subjects.
tlg0059.tlg036.perseus-eng2::4	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	non_resident	implied	high	implied	unspecified	unspecified	distributors	The context of receiving 'revenue' implies wealth; the context of 'departure' and failed requests regarding possession implies non-residency (exile).
tlg0059.tlg036.perseus-eng2::5	male	stated	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	man in the stone-quarries	The verbatim refers to 'the man' and 'his household', stating male sex.
tlg0059.tlg036.perseus-eng2::6	unspecified	unspecified	minor	stated	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	the young	The verbatim explicitly names 'youth' and 'the young' as being deficient in counsel.
tlg0059.tlg036.perseus-eng2::7	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	resident	implied	unspecified	unspecified	unspecified	unspecified	demos	The power to 'speak before the demos' and 'counsel it' implies residency within the polity.
tlg0059.tlg036.perseus-eng2::8	unspecified	unspecified	unspecified	unspecified	free	implied	native	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	citizens	The word 'citizens' lexically implies free status and native ancestry within the context of an established government; specific sex and age are not named in this verbatim.
tlg0059.tlg036.perseus-eng2::9	unspecified	unspecified	unspecified	unspecified	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	omitted	The verbatim refers to Socrates and legal summons. While 'comrade' is used, the legal context regarding Socrates (a known citizen figure) implies free status, though no categorical noun is used.
tlg0059.tlg036.perseus-eng2::11	unspecified	unspecified	unspecified	unspecified	enslaved	stated	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	slave	The verbatim explicitly names 'slave', which lexically presupposes enslaved ownership status.
tlg0059.tlg036.perseus-eng2::15	male	implied	adult	implied	unspecified	unspecified	unspecified	unspecified	non_resident	stated	high	stated	unspecified	unspecified	he	The verbatim refers to property deposited elsewhere and funds that are 'by no means small' (high wealth) belonging to a 'him' who cannot remove it (non-resident/exile context).
tlg0059.tlg036.perseus-eng2::16	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	mercenary force	stated	mercenary force	The verbatim explicitly names 'mercenary force' and 'peltasts' as the group receiving pay.
tlg0059.tlg036.perseus-eng2::17	male	implied	adult	implied	unspecified	unspecified	foreign	stated	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	slanderers	The first-person account describes a guest from away ('desirous to depart') requiring 'supplies for the journey', implying foreign ancestry relative to the host.
tlg0059.tlg036.perseus-eng2::18	male	implied	adult	implied	unspecified	unspecified	unspecified	unspecified	non_resident	stated	high	implied	unspecified	unspecified	Heracleides	The text specifies the condition of not residing in Sicily (non-resident) while continuing to enjoy income from property, implying high wealth/estate ownership.
tlg0059.tlg036.perseus-eng2::26	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	resident	implied	high	implied	unspecified	unspecified	omitted	The requirement to 'furnish a chorus' lexically presupposes high wealth ('spending of your own money'); doing so 'at Athens' implies residence/civic connection.
tlg0059.tlg036.perseus-eng2::27	female	stated	any	stated	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	daughters	The verbatim names 'daughters' (female) varying from 'under a year' to 'marriageable age' (any age) and mentions 'reasonable dowry', implying free status.
tlg0062.tlg001.perseus-eng2::1	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	foreign	implied	non_resident	stated	unspecified	unspecified	unspecified	unspecified	strangers	The word 'strangers' and 'visitors' arriving at 'ports' lexically implies foreign ancestry and non-resident status.
