rule_uid	file_id	perseus_author	perseus_title	year	period	rule	group	group_meta	criteria	resource	resource_meta	directionality	verbatim	criterion	group_matched	group_side
tlg0026.tlg001.perseus-eng2::24	tlg0026.tlg001.perseus-eng2	Aeschines	Against Timarchus	-354	Late Classical (354–165 BCE)	Slave daily fee payment	Slaves	Slaves	['Freedom']	Right to conduct business independently	Right to retain own earnings	MORE	['there were nine or ten slaves who were skilled shoemakers, each of whom paid him a fee of two obols a day, and the superintendent of the shop three obols. Masters sometimes allowed their slaves to buy their time at so much per day; this fee was called ἀποφορά. Such slaves could do business for themselves, or hire themselves out to manufacturers, contractors, etc.']	Freedom	Slaves	out-group (deprived)
tlg0026.tlg001.perseus-eng2::25	tlg0026.tlg001.perseus-eng2	Aeschines	Against Timarchus	-354	Late Classical (354–165 BCE)	Wealthy citizen liturgy obligations	Wealthy citizens	The wealthy;Citizens	['Wealth / Properties']	Exemption from public service financing	Exemption from compulsory public financing	LESS	['His father left him a fortune which another man would have found sufficient for the service of the state also. Such a fortune would have been enough to enable the ordinary man to perform the special honorable services demanded of rich citizens, to be trierarch, choregus, etc.', 'For the father, afraid of the special services to which he would be liable, sold the property that he owned... a piece of land in Cephisia, another in Amphitrope, and two workshops at the silver mines.']	Wealth / Properties	The wealthy	in-group (privileged)
tlg0026.tlg001.perseus-eng2::26	tlg0026.tlg001.perseus-eng2	Aeschines	Against Timarchus	-354	Late Classical (354–165 BCE)	Audit of outgoing magistrates	Citizens	Citizens	['Citizenship']	Accountability of public officials	Exemption from legal audit	MORE	['The Athenian constitution provided for a rigorous system of accounting by all public officers at the close of their year of office. Not only their handling of public funds, but every official act, was passed upon by a board of state auditors (Λογισταί).']	Citizenship	Citizens	in-group (privileged)
tlg0026.tlg001.perseus-eng2::29	tlg0026.tlg001.perseus-eng2	Aeschines	Against Timarchus	-354	Late Classical (354–165 BCE)	Leniency for admitted theft	The wealthy	The wealthy	['Wealth / Properties']	Protection from capital punishment	Protection from capital punishment	MORE	['He and he only of the board of inspectors acknowledged that he had taken money, and made no defence against the charge, but immediately admitted his guilt, making his plea only as to the penalty. You punished those who denied their guilt with a fine of a talent apiece, but him with half a talent. Whereas the laws command that thieves who admit their guilt shall be punished with death; it is those who deny their guilt that are to be put on trial.']	Wealth / Properties	The wealthy	in-group (privileged)
tlg0026.tlg001.perseus-eng2::30	tlg0026.tlg001.perseus-eng2	Aeschines	Against Timarchus	-354	Late Classical (354–165 BCE)	Citizen disenfranchisement for past slavery	Citizens	Citizens	['Citizenship', 'Freedom']	Right to retain citizenship status	Right to citizenship	LESS	['For he asserted that Philotades of Cydathenaeon, a citizen, was a former slave of his own, and he persuaded the members of the deme to disfranchise him. He took charge of the prosecution in court, and after he had taken the sacred offerings in his hand and sworn that he had not taken a bribe and would not.']	Citizenship	Citizens	in-group (privileged)
tlg0026.tlg001.perseus-eng2::30	tlg0026.tlg001.perseus-eng2	Aeschines	Against Timarchus	-354	Late Classical (354–165 BCE)	Citizen disenfranchisement for past slavery	Citizens	Citizens	['Citizenship', 'Freedom']	Right to retain citizenship status	Right to citizenship	LESS	['For he asserted that Philotades of Cydathenaeon, a citizen, was a former slave of his own, and he persuaded the members of the deme to disfranchise him. He took charge of the prosecution in court, and after he had taken the sacred offerings in his hand and sworn that he had not taken a bribe and would not.']	Freedom	Citizens	in-group (privileged)
tlg0026.tlg001.perseus-eng2::32	tlg0026.tlg001.perseus-eng2	Aeschines	Against Timarchus	-354	Late Classical (354–165 BCE)	Prostitute exclusion from public speaking	Men	Men	['Gender']	Right to address the assembly	Right to address the assembly	LESS	['When, therefore, I have dared to bring impeachment against Timarchus for having prostituted himself, in order that I may deprive him of the right to address the people in assembly, Demosthenes says that the very act complained of calls, not for an accuser’ s arraignment, but for the testimony of the tax-gatherer who collected this tax from Timarchus.']	Gender	Men	in-group (privileged)
tlg0026.tlg001.perseus-eng2::34	tlg0026.tlg001.perseus-eng2	Aeschines	Against Timarchus	-354	Late Classical (354–165 BCE)	Slave prohibition of pederastic relationships	Slaves	Slaves	['Freedom', 'Citizenship']	Right to pursue romantic relationships	Right to bodily autonomy	LESS	['again, the same lawgiver said, A slave shall not be the lover of a free boy nor follow after him, or else he shall receive fifty blows of the public lash. But the free man was not forbidden to love a boy, and associate with him, and follow after him, nor did the lawgiver think that harm came to the boy thereby, but rather that such a thing was a testimony to his chastity.']	Freedom	Slaves	out-group (deprived)
tlg0026.tlg001.perseus-eng2::34	tlg0026.tlg001.perseus-eng2	Aeschines	Against Timarchus	-354	Late Classical (354–165 BCE)	Slave prohibition of pederastic relationships	Slaves	Slaves	['Freedom', 'Citizenship']	Right to pursue romantic relationships	Right to bodily autonomy	LESS	['again, the same lawgiver said, A slave shall not be the lover of a free boy nor follow after him, or else he shall receive fifty blows of the public lash. But the free man was not forbidden to love a boy, and associate with him, and follow after him, nor did the lawgiver think that harm came to the boy thereby, but rather that such a thing was a testimony to his chastity.']	Citizenship	Slaves	out-group (deprived)
tlg0026.tlg001.perseus-eng2::35	tlg0026.tlg001.perseus-eng2	Aeschines	Against Timarchus	-354	Late Classical (354–165 BCE)	Public speaker eligibility based on property	Citizens	Citizens	['Citizenship', 'Wealth / Properties']	Right to address the assembly	Right to address the assembly	LESS	['What is it that I say against Timarchus, and what is the charge that I have brought? That Timarchus addresses the people, a man who has made himself a prostitute and has consumed his patrimony.', 'How has he administered his own property? He has devoured his patrimony, he has consumed all the wages of his prostitution and all the fruits of his bribery, so that he has nothing left but his shame.']	Citizenship	Citizens	in-group (privileged)
tlg0026.tlg001.perseus-eng2::36	tlg0026.tlg001.perseus-eng2	Aeschines	Against Timarchus	-354	Late Classical (354–165 BCE)	Disenfranchisement for male prostitution	Men	Men	['Gender', 'Freedom', 'Age']	Right to participate in public affairs	Political power	LESS	['in comprehensive terms, no matter how the deed is done, he commands that the man who did it shall take no part in public affairs. And he is right; for the man who in his youth was led by shameful indulgence to surrender honorable ambition, that man, he believed, ought not in later life to be possessed of the citizen’ s privileges.']	Gender	Men	in-group (privileged)
tlg0026.tlg001.perseus-eng2::37	tlg0026.tlg001.perseus-eng2	Aeschines	Against Timarchus	-354	Late Classical (354–165 BCE)	Protection from being hired as a prostitute	Athenians	Citizens	['Citizenship']	Protection from being hired for prostitution	Protection from enslavement	MORE	['Thereupon will not the man be stoned who has hired an Athenian contrary to the laws, and will he not leave the court-room not only sentenced to pay his fine, but also convicted of wanton outrage?']	Citizenship	Citizens	in-group (privileged)
tlg0026.tlg001.perseus-eng2::39	tlg0026.tlg001.perseus-eng2	Aeschines	Against Timarchus	-354	Late Classical (354–165 BCE)	Prostitute exclusion from public spaces	Men	Men	['Gender', 'Citizenship']	Right to enter the market-place and wear garlands	Access to religious rites	LESS	['For who will not say, And then do you thrust yourself into the market-place, do you put on a garland, do you attempt to do anything else that the rest of us do? His contract, you see, is of no use to him.']	Gender	Men	in-group (privileged)
tlg0026.tlg001.perseus-eng2::41	tlg0026.tlg001.perseus-eng2	Aeschines	Against Timarchus	-354	Late Classical (354–165 BCE)	Adulteress exclusion from public ritual	Women	Women	['Gender']	Right to attend public sacrifices	Access to religious rites	LESS	['For the woman who is taken in the act of adultery he does not allow to adorn herself, nor even to attend the public sacrifices, lest by mingling with innocent women she corrupt them. But if she does attend, or does adorn herself, he commands that any man who meets her shall tear off her garments, strip her of her ornaments, and beat her (only he may not kill or maim her)']	Gender	Women	out-group (deprived)
tlg0026.tlg001.perseus-eng2::42	tlg0026.tlg001.perseus-eng2	Aeschines	Against Timarchus	-354	Late Classical (354–165 BCE)	Death penalty for procurers	Occupation	Artisans	['Occupation']	Protection from capital punishment	Protection from capital punishment	LESS	['and he commands that procurers, men and women, be indicted, and if they are convicted, be punished with death, because to people who lust after sin but hesitate and are ashamed to meet one another, the procurers offer their own shamelessness for pay']	Occupation	Artisans	in-group (privileged)
tlg0026.tlg003.perseus-eng2::9	tlg0026.tlg003.perseus-eng2	Aeschines	Against Ctesiphon	-354	Late Classical (354–165 BCE)	Prohibition of theater manumission	Slaves	Slaves	['Freedom']	Public manumission in the theater	Protection from enslavement	LESS	['He expressly forbids the manumission of a slave in the theater... and the herald who disobeys shall lose his civic rights.']	Freedom	Slaves	out-group (deprived)
tlg0026.tlg003.perseus-eng2::11	tlg0026.tlg003.perseus-eng2	Aeschines	Against Ctesiphon	-354	Late Classical (354–165 BCE)	Assembly right of speech	Citizens	Citizens	['Citizenship']	Right to address the assembly	Right to address the assembly	MORE	['Callias, depending no longer on messengers, came himself to you,In the spring of 340 b.c. and coming forward in your assembly repeated a speech that Demosthenes had prepared for him.', 'Demosthenes came forward with a most solemn air, praised Callias above measure, and pretended to know the secret business; but he said that he wished to report to you his own recent mission to the Peloponnesus and Acarnania.']	Citizenship	Citizens	in-group (privileged)
tlg0026.tlg003.perseus-eng2::12	tlg0026.tlg003.perseus-eng2	Aeschines	Against Ctesiphon	-354	Late Classical (354–165 BCE)	Assembly voting on ambassadors	Citizens	Citizens	['Citizenship']	Right to elect ambassadors	Right to vote in the Ekklesia	MORE	['And leading you off out of sight of his fraud, and suspending you on hopes, at last he gathers all up in a motion that you choose ambassadors to go to Eretria and beg the Eretrians—of course it was necessary to beg!—no longer to pay their contribution of five talents to you, but to Callias; and further, that you choose other ambassadors to go to Oreus']	Citizenship	Citizens	in-group (privileged)
tlg0026.tlg003.perseus-eng2::13	tlg0026.tlg003.perseus-eng2	Aeschines	Against Ctesiphon	-354	Late Classical (354–165 BCE)	Democratic legislative voting	Citizens	Citizens	['Citizenship']	Right to vote on public decrees	Right to vote in the Ekklesia	MORE	['And it was this last by means of which he was found out; for the government of Oreus is a democracy, and everything is done there by popular vote. ... This was done by vote of the people. To prove that what I am telling you is true, please take the decree of the people of Oreus.']	Citizenship	Citizens	in-group (privileged)
tlg0026.tlg003.perseus-eng2::15	tlg0026.tlg003.perseus-eng2	Aeschines	Against Ctesiphon	-354	Late Classical (354–165 BCE)	Magistrate selection and voting rights	Citizens	Citizens	['Citizenship']	Eligibility for the archonship	Eligibility for public office	MORE	['It was in the archonship of Theophrastus; 340/39 b.c. Diognetus of Anaphlystus was our hieromnemon; as pylagori you elected Meidias of Anagyrus, whom you all remember—I wish for many reasons he were still living—and Thrasycles of Oeum; I was the third.']	Citizenship	Citizens	in-group (privileged)
