rule_id	resource_meta	resource	resource_granular	granular_is_new	granular_parent_meta	granular_reasoning
tlg0062.tlg062.perseus-eng3::1	Right to own land	Right to own land	Owning land	False	Right to own land	Refers to a 'foreign physician' buried in a mound rather than possessing civic land.
tlg0535.tlg001.perseus-eng2::0	Eligibility for public office	Right to vote in the jury	Eligibility for jury service	False	Eligibility for public office	Mentions the right to 'acquit or punish' as a 'member of a jury' giving a 'fair vote.'
tlg0535.tlg001.perseus-eng2::1	Right to address the assembly	Right to speak freely from the platform	Speaking in the assembly	False	Right to address the assembly	Focuses on 'speaking freely from the platform' in public life.
tlg0535.tlg001.perseus-eng2::2	Right to a legal trial	Access to specific judicial venues	Access to specialized courts	False	Right to a legal trial	Lists specific venues: 'council of the Areopagus,' 'lesser courts,' and 'Heliaea.'
tlg0535.tlg001.perseus-eng2::3	Right to a legal trial	Protection via sworn jury judgment	Right to a trial	False	Right to a legal trial	Discusses the 'jury’s judgement' governed by an oath in the context of a trial.
tlg0540.tlg001.perseus-eng2::0	Protection from corporal punishment	Protection from corporal punishment	Protection from judicial torture	False	Protection from corporal punishment	Discusses the interrogation of a 'servant-girl' under 'torture' to 'learn all.'
tlg0540.tlg001.perseus-eng2::1	Political power	Right to exercise lethal vengeance	Immunity from prosecution	False	Protection from legal prosecution	The law states one 'shall not be convicted of murder' for killing an adulterer in the act.
tlg0540.tlg001.perseus-eng2::2	Right to bodily autonomy	Protection from sexual violation	Protection from private assault	False	Protection from corporal punishment	Addresses the law against 'forcibly debauching' (physical violation/assault) a free person.
tlg0540.tlg001.perseus-eng2::3	Right to retain property	Protection of domestic integrity	Protection from capital punishment	False	Protection from capital punishment	Discusses the specific penalty of being 'condemned to death' for persuasion/seduction.
tlg0540.tlg001.perseus-eng2::4	Right to bodily autonomy	Right to punish adulterers	Right to punish adultery	True	Right to bodily autonomy	Verbatim discusses 'catching an adulterer' and the right to 'deal with him in whatever way he pleases'.
tlg0540.tlg001.perseus-eng2::5	Protection from arbitrary banishment	Protection from expulsion	Protection from arbitrary banishment	False	Protection from arbitrary banishment	Verbatim explicitly mentions the attempt to 'expel me from the city'.
tlg0540.tlg001.perseus-eng2::6	Right to a legal trial	Right to bring private suits	Right to a trial	False	Right to a legal trial	Refers to the ability to bring a 'private suit'.
tlg0540.tlg004.perseus-eng2::0	Protection from corporal punishment	Protection from torture during legal proceedings	Protection from judicial torture	False	Protection from corporal punishment	Verbatim discusses 'having the woman tortured' to 'procure his proof' in a legal context.
tlg0540.tlg004.perseus-eng2::2	Right to reside in the city	Right to reside in native land	Right of residence	False	Right to reside in the city	Explicitly mentions the danger of 'losing my native land' and being 'banished from my own country'.
tlg0540.tlg004.perseus-eng2::3	Right to retain property	Right to retain property	Owning and retaining property	False	Right to retain property	Relates to goods on an estate and 'property exchange'.
tlg0540.tlg008.perseus-eng2::1	Right to a legal trial	Access to arbitration for civil disputes	Access to specialized courts	False	Right to a legal trial	Specifically mentions 'the presence of the arbitrators' as a venue for dispute resolution.
tlg0540.tlg008.perseus-eng2::2	Right to a legal trial	Right to have supporting speakers (synegoroi)	Right to a trial	False	Right to a legal trial	Concerns the right to have supporters 'speak on my behalf' during a trial.
tlg0540.tlg009.perseus-eng2::1	Exemption from manual labor	Exemption from consecutive mobilization	Exemption from military service	False	Exemption from military service	Refers to oaths to enroll only those who 'had not served in the field', implying a right to rotation.
tlg0540.tlg009.perseus-eng2::2	Right to retain property	Protection from public debt registration	Protection from property seizure	False	Right to retain property	Concerns being 'registered as public debtors', which leads to state seizure of property.
tlg0540.tlg010.perseus-eng2::0	Right to address the assembly	Right to speak before the people	Speaking in the assembly	False	Right to address the assembly	Verbatim discusses the right of 'speaking before the people'.
tlg0540.tlg010.perseus-eng2::1	Protection from public libel	Protection from slander	Protection from slander	False	Protection from public libel	Explicitly mentions 'penalty' for anyone who 'asserts that a man has thrown [his shield] away'.
tlg0540.tlg010.perseus-eng2::2	Right to a legal trial	Legal redress for physical injury	Right to a trial	False	Right to a legal trial	Specifies 'redress' and legal consequences for 'hurt to a varlet'.
tlg0540.tlg010.perseus-eng2::3	Political power	Right to set interest rates	Right to engage in business	False	Right to retain own earnings	Allows money to be 'placed out at whatever rate the lender may choose' regarding interest.
tlg0540.tlg010.perseus-eng2::4	Protection from corporal punishment	Protection from extended physical restraint	Protection from penal corporal punishment	False	Protection from corporal punishment	Refers to having a 'foot confined in the stocks' as a court-ordered 'addition to the sentence'.
tlg0540.tlg016.perseus-eng2::1	Eligibility for public office	Eligibility for the Council	Eligibility for the council	False	Eligibility for public office	Verbatim lists 'those who... are on the Council'.
tlg0540.tlg016.perseus-eng2::2	Right to a dowry	Right to a marriage dowry	Right to a dowry	False	Right to a dowry	Explicitly mentions the bestowing of sisters in marriage 'with a dowry'.
tlg0540.tlg016.perseus-eng2::4	Right to address the assembly	Right to address the assembly	Speaking in the assembly	False	Right to address the assembly	Concerns the right to 'speak before the people'.
tlg0540.tlg020.perseus-eng2::0	Right to citizenship	Protection from disfranchisement	Right to citizenship	False	Right to citizenship	Mentions 'disfranchisement', the loss of citizen status.
tlg0540.tlg020.perseus-eng2::1	Right to retain property	Right to retain own wealth	Retaining one's own earnings	False	Right to retain own earnings	Relates to whether a man can 'put his fortune away out of sight' vs. performing 'public services'.
tlg0540.tlg020.perseus-eng2::2	Eligibility for public office	Eligibility for the archonship	Eligibility for public office	False	Eligibility for public office	The verbatim refers broadly to holding 'many magistracies' rather than a specific office like the archonship.
tlg0540.tlg020.perseus-eng2::3	Protection from corporal punishment	Protection from summary punishment	Right to a trial	False	Right to a legal trial	The defendant is described as having 'submitted himself to justice' and expecting success 'in his trial.'
tlg0540.tlg020.perseus-eng2::4	Right to citizenship	Right to be recorded as a citizen	Enrollment in civic sub-units	False	Right to citizenship	The registrar is making a 'list' of names to be included in the governing body/citizen roll.
tlg0540.tlg022.perseus-eng2::0	Right to retain own earnings	Right to buy corn in bulk	Right to engage in business	False	Right to retain own earnings	Discusses the legal limit (fifty measures) for buying corn as a resident alien dealer.
tlg0540.tlg022.perseus-eng2::3	Protection from capital punishment	Protection from capital punishment	Protection from capital punishment	False	Protection from capital punishment	The verbatim specifies the city has been known to 'inflict the extreme penalty' (death) on these officials.
tlg0540.tlg022.perseus-eng2::4	Exemption from taxes	Exemption from special levies	Exemption from taxes	False	Exemption from taxes	Refers to a 'special levy' (eisphora) to which people are expected to contribute.
tlg0540.tlg027.perseus-eng2::0	Right to vote in the Ekklesia	Right to vote in the Ekklesia	Voting in the assembly	False	Right to vote in the Ekklesia	Refers to the assembly giving 'votes' based on 'speeches' made to them.
tlg0540.tlg027.perseus-eng2::1	Right to remuneration for office	Right to receive state stipends	Pay for assembly or jury service	False	Right to remuneration for office	Explicitly mentions 'three obols paid daily to each juryman' as a stipend.
tlg0540.tlg027.perseus-eng2::2	Protection from capital punishment	Protection from capital punishment	Protection from capital punishment	False	Protection from capital punishment	Refers to the jury's power to 'sentence them to death.'
