period	group_cat	resource_meta	has_right
Roman (165 BCE – 205 CE)	Poets	Right to professional judgement	0
Roman (165 BCE – 205 CE)	Poets	Right to remuneration for office	0
Roman (165 BCE – 205 CE)	Poets	Right to reside in the city	0
Roman (165 BCE – 205 CE)	Poets	Right to retain own earnings	0
Roman (165 BCE – 205 CE)	Poets	Right to retain property	0
Roman (165 BCE – 205 CE)	Poets	Right to speak first in assembly	0
Roman (165 BCE – 205 CE)	Poets	Right to valid professional opinion	0
Roman (165 BCE – 205 CE)	Poets	Right to vote in the Ekklesia	0
Roman (165 BCE – 205 CE)	Priests	Access to education	0
Roman (165 BCE – 205 CE)	Priests	Access to public honors	1
Roman (165 BCE – 205 CE)	Priests	Access to religious rites	0
Roman (165 BCE – 205 CE)	Priests	Access to the gymnasium	0
Roman (165 BCE – 205 CE)	Priests	Eligibility for public office	1
Roman (165 BCE – 205 CE)	Priests	Exemption from compulsory public financing	0
Roman (165 BCE – 205 CE)	Priests	Exemption from legal audit	0
Roman (165 BCE – 205 CE)	Priests	Exemption from manual labor	0
Roman (165 BCE – 205 CE)	Priests	Exemption from military service	0
Roman (165 BCE – 205 CE)	Priests	Exemption from public service financing	0
Roman (165 BCE – 205 CE)	Priests	Exemption from taxes	0
Roman (165 BCE – 205 CE)	Priests	Political power	1
Roman (165 BCE – 205 CE)	Priests	Protection from arbitrary banishment	0
Roman (165 BCE – 205 CE)	Priests	Protection from capital punishment	0
Roman (165 BCE – 205 CE)	Priests	Protection from corporal punishment	0
Roman (165 BCE – 205 CE)	Priests	Protection from enslavement	0
Roman (165 BCE – 205 CE)	Priests	Protection from legal prosecution	0
Roman (165 BCE – 205 CE)	Priests	Protection from public libel	0
Roman (165 BCE – 205 CE)	Priests	Right to a dowry	0
Roman (165 BCE – 205 CE)	Priests	Right to a legal trial	0
Roman (165 BCE – 205 CE)	Priests	Right to address the assembly	0
Roman (165 BCE – 205 CE)	Priests	Right to adopt	0
Roman (165 BCE – 205 CE)	Priests	Right to bear arms	0
Roman (165 BCE – 205 CE)	Priests	Right to bodily autonomy	0
Roman (165 BCE – 205 CE)	Priests	Right to burial	0
Roman (165 BCE – 205 CE)	Priests	Right to citizenship	0
Roman (165 BCE – 205 CE)	Priests	Right to dispose of property	1
Roman (165 BCE – 205 CE)	Priests	Right to free speech	0
Roman (165 BCE – 205 CE)	Priests	Right to freedom of movement	1
Roman (165 BCE – 205 CE)	Priests	Right to inherit divine covenant	0
Roman (165 BCE – 205 CE)	Priests	Right to inherit property	0
Roman (165 BCE – 205 CE)	Priests	Right to marry	0
Roman (165 BCE – 205 CE)	Priests	Right to military protection	0
Roman (165 BCE – 205 CE)	Priests	Right to own land	0
Roman (165 BCE – 205 CE)	Priests	Right to own property	0
Roman (165 BCE – 205 CE)	Priests	Right to professional judgement	0
Roman (165 BCE – 205 CE)	Priests	Right to remuneration for office	0
Roman (165 BCE – 205 CE)	Priests	Right to reside in the city	1
Roman (165 BCE – 205 CE)	Priests	Right to retain own earnings	0
Roman (165 BCE – 205 CE)	Priests	Right to retain property	0
Roman (165 BCE – 205 CE)	Priests	Right to speak first in assembly	0
Roman (165 BCE – 205 CE)	Priests	Right to valid professional opinion	0
Roman (165 BCE – 205 CE)	Priests	Right to vote in the Ekklesia	0
Roman (165 BCE – 205 CE)	Romans	Access to education	0
Roman (165 BCE – 205 CE)	Romans	Access to public honors	1
Roman (165 BCE – 205 CE)	Romans	Access to religious rites	0
Roman (165 BCE – 205 CE)	Romans	Access to the gymnasium	0
Roman (165 BCE – 205 CE)	Romans	Eligibility for public office	0
Roman (165 BCE – 205 CE)	Romans	Exemption from compulsory public financing	0
Roman (165 BCE – 205 CE)	Romans	Exemption from legal audit	0
Roman (165 BCE – 205 CE)	Romans	Exemption from manual labor	0
Roman (165 BCE – 205 CE)	Romans	Exemption from military service	0
Roman (165 BCE – 205 CE)	Romans	Exemption from public service financing	0
Roman (165 BCE – 205 CE)	Romans	Exemption from taxes	0
Roman (165 BCE – 205 CE)	Romans	Political power	0
Roman (165 BCE – 205 CE)	Romans	Protection from arbitrary banishment	0
Roman (165 BCE – 205 CE)	Romans	Protection from capital punishment	0
Roman (165 BCE – 205 CE)	Romans	Protection from corporal punishment	0
Roman (165 BCE – 205 CE)	Romans	Protection from enslavement	0
Roman (165 BCE – 205 CE)	Romans	Protection from legal prosecution	0
Roman (165 BCE – 205 CE)	Romans	Protection from public libel	0
Roman (165 BCE – 205 CE)	Romans	Right to a dowry	0
Roman (165 BCE – 205 CE)	Romans	Right to a legal trial	0
Roman (165 BCE – 205 CE)	Romans	Right to address the assembly	0
Roman (165 BCE – 205 CE)	Romans	Right to adopt	0
Roman (165 BCE – 205 CE)	Romans	Right to bear arms	0
Roman (165 BCE – 205 CE)	Romans	Right to bodily autonomy	0
Roman (165 BCE – 205 CE)	Romans	Right to burial	0
Roman (165 BCE – 205 CE)	Romans	Right to citizenship	0
Roman (165 BCE – 205 CE)	Romans	Right to dispose of property	0
Roman (165 BCE – 205 CE)	Romans	Right to free speech	0
Roman (165 BCE – 205 CE)	Romans	Right to freedom of movement	0
Roman (165 BCE – 205 CE)	Romans	Right to inherit divine covenant	0
Roman (165 BCE – 205 CE)	Romans	Right to inherit property	0
Roman (165 BCE – 205 CE)	Romans	Right to marry	0
Roman (165 BCE – 205 CE)	Romans	Right to military protection	0
Roman (165 BCE – 205 CE)	Romans	Right to own land	0
Roman (165 BCE – 205 CE)	Romans	Right to own property	0
Roman (165 BCE – 205 CE)	Romans	Right to professional judgement	0
Roman (165 BCE – 205 CE)	Romans	Right to remuneration for office	0
Roman (165 BCE – 205 CE)	Romans	Right to reside in the city	0
Roman (165 BCE – 205 CE)	Romans	Right to retain own earnings	0
Roman (165 BCE – 205 CE)	Romans	Right to retain property	0
Roman (165 BCE – 205 CE)	Romans	Right to speak first in assembly	0
Roman (165 BCE – 205 CE)	Romans	Right to valid professional opinion	0
Roman (165 BCE – 205 CE)	Romans	Right to vote in the Ekklesia	0
Roman (165 BCE – 205 CE)	Scythians	Access to education	0
Roman (165 BCE – 205 CE)	Scythians	Access to public honors	0
Roman (165 BCE – 205 CE)	Scythians	Access to religious rites	0
Roman (165 BCE – 205 CE)	Scythians	Access to the gymnasium	0
Roman (165 BCE – 205 CE)	Scythians	Eligibility for public office	0
Roman (165 BCE – 205 CE)	Scythians	Exemption from compulsory public financing	0
Roman (165 BCE – 205 CE)	Scythians	Exemption from legal audit	0
Roman (165 BCE – 205 CE)	Scythians	Exemption from manual labor	0
Roman (165 BCE – 205 CE)	Scythians	Exemption from military service	0
Roman (165 BCE – 205 CE)	Scythians	Exemption from public service financing	0
Roman (165 BCE – 205 CE)	Scythians	Exemption from taxes	0
Roman (165 BCE – 205 CE)	Scythians	Political power	0
Roman (165 BCE – 205 CE)	Scythians	Protection from arbitrary banishment	0
Roman (165 BCE – 205 CE)	Scythians	Protection from capital punishment	0
Roman (165 BCE – 205 CE)	Scythians	Protection from corporal punishment	0
Roman (165 BCE – 205 CE)	Scythians	Protection from enslavement	0
Roman (165 BCE – 205 CE)	Scythians	Protection from legal prosecution	0
Roman (165 BCE – 205 CE)	Scythians	Protection from public libel	0
Roman (165 BCE – 205 CE)	Scythians	Right to a dowry	0
Roman (165 BCE – 205 CE)	Scythians	Right to a legal trial	0
Roman (165 BCE – 205 CE)	Scythians	Right to address the assembly	0
Roman (165 BCE – 205 CE)	Scythians	Right to adopt	0
Roman (165 BCE – 205 CE)	Scythians	Right to bear arms	0
Roman (165 BCE – 205 CE)	Scythians	Right to bodily autonomy	0
Roman (165 BCE – 205 CE)	Scythians	Right to burial	0
Roman (165 BCE – 205 CE)	Scythians	Right to citizenship	0
Roman (165 BCE – 205 CE)	Scythians	Right to dispose of property	0
Roman (165 BCE – 205 CE)	Scythians	Right to free speech	0
Roman (165 BCE – 205 CE)	Scythians	Right to freedom of movement	0
Roman (165 BCE – 205 CE)	Scythians	Right to inherit divine covenant	0
Roman (165 BCE – 205 CE)	Scythians	Right to inherit property	0
Roman (165 BCE – 205 CE)	Scythians	Right to marry	0
Roman (165 BCE – 205 CE)	Scythians	Right to military protection	0
Roman (165 BCE – 205 CE)	Scythians	Right to own land	0
Roman (165 BCE – 205 CE)	Scythians	Right to own property	0
Roman (165 BCE – 205 CE)	Scythians	Right to professional judgement	0
Roman (165 BCE – 205 CE)	Scythians	Right to remuneration for office	0
Roman (165 BCE – 205 CE)	Scythians	Right to reside in the city	0
Roman (165 BCE – 205 CE)	Scythians	Right to retain own earnings	0
Roman (165 BCE – 205 CE)	Scythians	Right to retain property	0
Roman (165 BCE – 205 CE)	Scythians	Right to speak first in assembly	0
Roman (165 BCE – 205 CE)	Scythians	Right to valid professional opinion	0
Roman (165 BCE – 205 CE)	Scythians	Right to vote in the Ekklesia	0
Roman (165 BCE – 205 CE)	Sick	Access to education	0
Roman (165 BCE – 205 CE)	Sick	Access to public honors	0
Roman (165 BCE – 205 CE)	Sick	Access to religious rites	0
Roman (165 BCE – 205 CE)	Sick	Access to the gymnasium	0
Roman (165 BCE – 205 CE)	Sick	Eligibility for public office	0
Roman (165 BCE – 205 CE)	Sick	Exemption from compulsory public financing	0
Roman (165 BCE – 205 CE)	Sick	Exemption from legal audit	0
Roman (165 BCE – 205 CE)	Sick	Exemption from manual labor	0
Roman (165 BCE – 205 CE)	Sick	Exemption from military service	0
Roman (165 BCE – 205 CE)	Sick	Exemption from public service financing	0
Roman (165 BCE – 205 CE)	Sick	Exemption from taxes	0
Roman (165 BCE – 205 CE)	Sick	Political power	0
Roman (165 BCE – 205 CE)	Sick	Protection from arbitrary banishment	0
Roman (165 BCE – 205 CE)	Sick	Protection from capital punishment	0
Roman (165 BCE – 205 CE)	Sick	Protection from corporal punishment	0
Roman (165 BCE – 205 CE)	Sick	Protection from enslavement	0
Roman (165 BCE – 205 CE)	Sick	Protection from legal prosecution	0
Roman (165 BCE – 205 CE)	Sick	Protection from public libel	0
Roman (165 BCE – 205 CE)	Sick	Right to a dowry	0
Roman (165 BCE – 205 CE)	Sick	Right to a legal trial	0
Roman (165 BCE – 205 CE)	Sick	Right to address the assembly	0
Roman (165 BCE – 205 CE)	Sick	Right to adopt	0
Roman (165 BCE – 205 CE)	Sick	Right to bear arms	0
Roman (165 BCE – 205 CE)	Sick	Right to bodily autonomy	0
Roman (165 BCE – 205 CE)	Sick	Right to burial	0
Roman (165 BCE – 205 CE)	Sick	Right to citizenship	0
Roman (165 BCE – 205 CE)	Sick	Right to dispose of property	0
Roman (165 BCE – 205 CE)	Sick	Right to free speech	0
Roman (165 BCE – 205 CE)	Sick	Right to freedom of movement	0
Roman (165 BCE – 205 CE)	Sick	Right to inherit divine covenant	0
Roman (165 BCE – 205 CE)	Sick	Right to inherit property	0
Roman (165 BCE – 205 CE)	Sick	Right to marry	0
Roman (165 BCE – 205 CE)	Sick	Right to military protection	0
Roman (165 BCE – 205 CE)	Sick	Right to own land	0
Roman (165 BCE – 205 CE)	Sick	Right to own property	0
Roman (165 BCE – 205 CE)	Sick	Right to professional judgement	0
Roman (165 BCE – 205 CE)	Sick	Right to remuneration for office	0
Roman (165 BCE – 205 CE)	Sick	Right to reside in the city	0
Roman (165 BCE – 205 CE)	Sick	Right to retain own earnings	0
Roman (165 BCE – 205 CE)	Sick	Right to retain property	0
Roman (165 BCE – 205 CE)	Sick	Right to speak first in assembly	0
Roman (165 BCE – 205 CE)	Sick	Right to valid professional opinion	0
Roman (165 BCE – 205 CE)	Sick	Right to vote in the Ekklesia	0
Roman (165 BCE – 205 CE)	Slaves	Access to education	0
Roman (165 BCE – 205 CE)	Slaves	Access to public honors	0
Roman (165 BCE – 205 CE)	Slaves	Access to religious rites	0
Roman (165 BCE – 205 CE)	Slaves	Access to the gymnasium	0
Roman (165 BCE – 205 CE)	Slaves	Eligibility for public office	0
Roman (165 BCE – 205 CE)	Slaves	Exemption from compulsory public financing	0
Roman (165 BCE – 205 CE)	Slaves	Exemption from legal audit	0
Roman (165 BCE – 205 CE)	Slaves	Exemption from manual labor	0
Roman (165 BCE – 205 CE)	Slaves	Exemption from military service	0
Roman (165 BCE – 205 CE)	Slaves	Exemption from public service financing	0
Roman (165 BCE – 205 CE)	Slaves	Exemption from taxes	0
Roman (165 BCE – 205 CE)	Slaves	Political power	0
Roman (165 BCE – 205 CE)	Slaves	Protection from arbitrary banishment	0
Roman (165 BCE – 205 CE)	Slaves	Protection from capital punishment	0
Roman (165 BCE – 205 CE)	Slaves	Protection from corporal punishment	0
Roman (165 BCE – 205 CE)	Slaves	Protection from enslavement	1
Roman (165 BCE – 205 CE)	Slaves	Protection from legal prosecution	0
Roman (165 BCE – 205 CE)	Slaves	Protection from public libel	0
Roman (165 BCE – 205 CE)	Slaves	Right to a dowry	0
Roman (165 BCE – 205 CE)	Slaves	Right to a legal trial	0
Roman (165 BCE – 205 CE)	Slaves	Right to address the assembly	0
Roman (165 BCE – 205 CE)	Slaves	Right to adopt	0
Roman (165 BCE – 205 CE)	Slaves	Right to bear arms	1
Roman (165 BCE – 205 CE)	Slaves	Right to bodily autonomy	1
Roman (165 BCE – 205 CE)	Slaves	Right to burial	0
Roman (165 BCE – 205 CE)	Slaves	Right to citizenship	0
Roman (165 BCE – 205 CE)	Slaves	Right to dispose of property	0
Roman (165 BCE – 205 CE)	Slaves	Right to free speech	0
Roman (165 BCE – 205 CE)	Slaves	Right to freedom of movement	0
Roman (165 BCE – 205 CE)	Slaves	Right to inherit divine covenant	0
Roman (165 BCE – 205 CE)	Slaves	Right to inherit property	0
Roman (165 BCE – 205 CE)	Slaves	Right to marry	0
Roman (165 BCE – 205 CE)	Slaves	Right to military protection	0
Roman (165 BCE – 205 CE)	Slaves	Right to own land	0
Roman (165 BCE – 205 CE)	Slaves	Right to own property	0
Roman (165 BCE – 205 CE)	Slaves	Right to professional judgement	0
Roman (165 BCE – 205 CE)	Slaves	Right to remuneration for office	0
Roman (165 BCE – 205 CE)	Slaves	Right to reside in the city	0
Roman (165 BCE – 205 CE)	Slaves	Right to retain own earnings	1
Roman (165 BCE – 205 CE)	Slaves	Right to retain property	0
Roman (165 BCE – 205 CE)	Slaves	Right to speak first in assembly	0
Roman (165 BCE – 205 CE)	Slaves	Right to valid professional opinion	0
Roman (165 BCE – 205 CE)	Slaves	Right to vote in the Ekklesia	0
Roman (165 BCE – 205 CE)	Soldiers	Access to education	0
Roman (165 BCE – 205 CE)	Soldiers	Access to public honors	0
Roman (165 BCE – 205 CE)	Soldiers	Access to religious rites	0
Roman (165 BCE – 205 CE)	Soldiers	Access to the gymnasium	1
Roman (165 BCE – 205 CE)	Soldiers	Eligibility for public office	0
Roman (165 BCE – 205 CE)	Soldiers	Exemption from compulsory public financing	0
Roman (165 BCE – 205 CE)	Soldiers	Exemption from legal audit	0
Roman (165 BCE – 205 CE)	Soldiers	Exemption from manual labor	0
Roman (165 BCE – 205 CE)	Soldiers	Exemption from military service	0
Roman (165 BCE – 205 CE)	Soldiers	Exemption from public service financing	0
Roman (165 BCE – 205 CE)	Soldiers	Exemption from taxes	0
Roman (165 BCE – 205 CE)	Soldiers	Political power	1
Roman (165 BCE – 205 CE)	Soldiers	Protection from arbitrary banishment	0
Roman (165 BCE – 205 CE)	Soldiers	Protection from capital punishment	0
Roman (165 BCE – 205 CE)	Soldiers	Protection from corporal punishment	0
Roman (165 BCE – 205 CE)	Soldiers	Protection from enslavement	1
Roman (165 BCE – 205 CE)	Soldiers	Protection from legal prosecution	0
Roman (165 BCE – 205 CE)	Soldiers	Protection from public libel	0
Roman (165 BCE – 205 CE)	Soldiers	Right to a dowry	0
Roman (165 BCE – 205 CE)	Soldiers	Right to a legal trial	0
Roman (165 BCE – 205 CE)	Soldiers	Right to address the assembly	0
Roman (165 BCE – 205 CE)	Soldiers	Right to adopt	0
Roman (165 BCE – 205 CE)	Soldiers	Right to bear arms	0
Roman (165 BCE – 205 CE)	Soldiers	Right to bodily autonomy	0
Roman (165 BCE – 205 CE)	Soldiers	Right to burial	0
Roman (165 BCE – 205 CE)	Soldiers	Right to citizenship	0
Roman (165 BCE – 205 CE)	Soldiers	Right to dispose of property	0
Roman (165 BCE – 205 CE)	Soldiers	Right to free speech	0
Roman (165 BCE – 205 CE)	Soldiers	Right to freedom of movement	0
Roman (165 BCE – 205 CE)	Soldiers	Right to inherit divine covenant	0
Roman (165 BCE – 205 CE)	Soldiers	Right to inherit property	0
Roman (165 BCE – 205 CE)	Soldiers	Right to marry	0
Roman (165 BCE – 205 CE)	Soldiers	Right to military protection	0
Roman (165 BCE – 205 CE)	Soldiers	Right to own land	0
Roman (165 BCE – 205 CE)	Soldiers	Right to own property	0
Roman (165 BCE – 205 CE)	Soldiers	Right to professional judgement	0
Roman (165 BCE – 205 CE)	Soldiers	Right to remuneration for office	0
Roman (165 BCE – 205 CE)	Soldiers	Right to reside in the city	0
Roman (165 BCE – 205 CE)	Soldiers	Right to retain own earnings	0
Roman (165 BCE – 205 CE)	Soldiers	Right to retain property	0
Roman (165 BCE – 205 CE)	Soldiers	Right to speak first in assembly	0
Roman (165 BCE – 205 CE)	Soldiers	Right to valid professional opinion	0
Roman (165 BCE – 205 CE)	Soldiers	Right to vote in the Ekklesia	0
Roman (165 BCE – 205 CE)	Spartans	Access to education	0
Roman (165 BCE – 205 CE)	Spartans	Access to public honors	1
Roman (165 BCE – 205 CE)	Spartans	Access to religious rites	0
Roman (165 BCE – 205 CE)	Spartans	Access to the gymnasium	0
Roman (165 BCE – 205 CE)	Spartans	Eligibility for public office	0
Roman (165 BCE – 205 CE)	Spartans	Exemption from compulsory public financing	0
